airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status
St. Peter-Ording Airport,Germany,Europe,2022-05-29 00:00:00,PSH,Miguel Farrer,Delayed
Cagliari Elmas Airport,Italy,Europe,2022-09-26 00:00:00,CAG,Erina Rontree,Delayed
Flugplatz Kitzingen,Germany,Europe,2022-05-19 00:00:00,KZG,Christian Pedrollo,Delayed
Verona Villafranca Airport,Italy,Europe,2022-09-27 00:00:00,VRN,Lee Heakey,Delayed
Whalsay Airport,United Kingdom,Europe,2022-03-07 00:00:00,WHS,Lilla Abrahamowitcz,Delayed
Varrelbusch Airport,Germany,Europe,2022-08-22 00:00:00,VAC,Marc Sterrie,Delayed
Rieti Airport,Italy,Europe,2022-05-27 00:00:00,QRT,Grove Humble,On Time
Punta Colorada Airport,Mexico,North America,2022-06-30 00:00:00,PCO,Derril Adamolli,Delayed
Aviador C. Campos Airport,Argentina,South America,2022-08-15 00:00:00,CPC,Marna Reuter,On Time
RAF Northolt,United Kingdom,Europe,2022-10-14 00:00:00,NHT,Nalani Linggood,Cancelled
RAF Greenham Common,United Kingdom,Europe,2022-08-04 00:00:00,EWY,Obadiah Eneas,Delayed
Dortmund Airport,Germany,Europe,2022-11-22 00:00:00,DTM,Jaimie Withnall,Cancelled
Aosta Airport,Italy,Europe,2022-04-08 00:00:00,AOT,Petunia Birt,Cancelled
Celle Airport,Germany,Europe,2022-02-13 00:00:00,ZCN,Pyotr Dilleston,Delayed
Martin Miguel De Guemes International Airport,Argentina,South America,2022-03-28 00:00:00,SLA,Callean Leathem,Cancelled
General Francisco J. Mujica International Airport,Mexico,North America,2022-05-03 00:00:00,MLM,Gunar McMillan,Delayed
Papa Stour Airport,United Kingdom,Europe,2022-08-23 00:00:00,PSV,Lewes Beckford,Cancelled
Sigonella Navy Air Base,Italy,Europe,2022-09-29 00:00:00,NSY,Benjamen Oakwell,Cancelled
RAF Brize Norton,United Kingdom,Europe,2022-01-08 00:00:00,BZZ,Eb Toulch,Delayed
Ingeniero Alberto Acuña Ongay International Airport,Mexico,North America,2022-04-22 00:00:00,CPE,Rosamund Mitskevich,Cancelled
Clorinda Airport,Argentina,South America,2022-08-04 00:00:00,CLX,Gauthier Tubby,Delayed
St. Peter-Ording Airport,Germany,Europe,2022-11-09 00:00:00,PSH,Adriaens Gage,Cancelled
Maquinchao Airport,Argentina,South America,2022-07-23 00:00:00,MQD,Yule Witham,Cancelled
Abraham González International Airport,Mexico,North America,2022-06-09 00:00:00,CJS,Klement Angrove,Cancelled
RAF West Malling,United Kingdom,Europe,2022-08-05 00:00:00,WEM,Farand Whisson,Delayed
Baltrum Airport,Germany,Europe,2022-08-12 00:00:00,BMR,Cozmo Brachell,On Time
Lerwick / Tingwall Airport,United Kingdom,Europe,2022-01-22 00:00:00,LWK,Brig Blain,On Time
San Carlos De Bariloche Airport,Argentina,South America,2022-12-20 00:00:00,BRC,Meaghan Hills,On Time
Emden Airport,Germany,Europe,2022-12-10 00:00:00,EME,Lorena Villa,Delayed
Colonsay Airstrip,United Kingdom,Europe,2022-05-04 00:00:00,CSA,Clywd Sangwin,On Time
Ensenada International Airport,Mexico,North America,2022-11-16 00:00:00,ESE,Parker Korneichuk,Delayed
Lemwerder Airport,Germany,Europe,2022-04-19 00:00:00,XLW,Sandor Keemer,Cancelled
Puerto Deseado Airport,Argentina,South America,2022-01-01 00:00:00,PUD,Sky Rushforth,On Time
Rincon De Los Sauces Airport,Argentina,South America,2022-07-02 00:00:00,RDS,Farica Torn,Delayed
Mercedes Airport,Argentina,South America,2022-09-30 00:00:00,MDX,Hayden Bonsall,On Time
Swansea Airport,United Kingdom,Europe,2022-03-21 00:00:00,SWS,Bee Sloat,Delayed
Lasham Airport,United Kingdom,Europe,2022-12-06 00:00:00,QLA,Walton Parkin,Delayed
Almirante Marco Andres Zar Airport,Argentina,South America,2022-12-28 00:00:00,REL,Kelley Ladell,On Time
Duxford Aerodrome,United Kingdom,Europe,2022-09-27 00:00:00,QFO,Kassie Lacaze,Cancelled
North Ronaldsay Airport,United Kingdom,Europe,2022-03-07 00:00:00,NRL,Sofia Bohl,Cancelled
Perito Moreno Airport,Argentina,South America,2022-02-01 00:00:00,PMQ,Wilma Hartland,Cancelled
Newcastle Airport,United Kingdom,Europe,2022-07-08 00:00:00,NCL,Anitra Capron,Delayed
Punta Chivato Airport,Mexico,North America,2022-11-05 00:00:00,PCV,Hughie Venturoli,Cancelled
Cataratas Del Iguazú International Airport,Argentina,South America,2022-12-13 00:00:00,IGR,Jocelin Impy,Cancelled
Riesa-Göhlis Airport,Germany,Europe,2022-09-23 00:00:00,IES,Thomas Loachhead,Delayed
Caviahue Airport,Argentina,South America,2022-06-30 00:00:00,CVH,Ameline Bodd,Delayed
General Pedro Jose Mendez International Airport,Mexico,North America,2022-01-21 00:00:00,CVM,Nikita Stock,Delayed
Crotone Airport,Italy,Europe,2022-07-11 00:00:00,CRV,Claudina Kops,On Time
Parma Airport,Italy,Europe,2022-07-27 00:00:00,PMF,Dasi Donoghue,Cancelled
Caviahue Airport,Argentina,South America,2022-09-01 00:00:00,CVH,Ade Cornelleau,Cancelled
Paderborn Lippstadt Airport,Germany,Europe,2022-12-11 00:00:00,PAD,Suzi Lidgett,On Time
Quetzalcóatl International Airport,Mexico,North America,2022-03-17 00:00:00,NLD,Rivi Moyser,Delayed
RAF Lyneham,United Kingdom,Europe,2022-07-11 00:00:00,LYE,Gabriele McClenan,On Time
Bologna Guglielmo Marconi Airport,Italy,Europe,2022-12-13 00:00:00,BLQ,Guinevere Kilday,On Time
Reggio Calabria Airport,Italy,Europe,2022-01-05 00:00:00,REG,Samantha Bannester,On Time
Burg Feuerstein Airport,Germany,Europe,2022-08-29 00:00:00,URD,Lindsay Shucksmith,Delayed
Bremen Airport,Germany,Europe,2022-03-01 00:00:00,BRE,Rora Wilmut,Cancelled
Salerno Costa d'Amalfi Airport,Italy,Europe,2022-06-01 00:00:00,QSR,Harold Guppie,On Time
Giebelstadt Airport,Germany,Europe,2022-12-08 00:00:00,GHF,Bart Brusby,Cancelled
Valle Del Conlara International Airport,Argentina,South America,2022-08-31 00:00:00,RLO,Darrelle Goldstein,On Time
Newquay Cornwall Airport,United Kingdom,Europe,2022-03-01 00:00:00,NQY,Annalee Dolphin,On Time
Caleta Olivia Airport,Argentina,South America,2022-04-21 00:00:00,CVI,Adora Pittoli,Delayed
Valle Del Conlara International Airport,Argentina,South America,2022-05-04 00:00:00,RLO,Elisabeth Schulze,Delayed
Rio Mayo Airport,Argentina,South America,2022-03-25 00:00:00,ROY,Bruce Willshee,Delayed
Peenemünde Airport,Germany,Europe,2022-10-09 00:00:00,PEF,Cristobal Davion,On Time
San Domino Island Heliport,Italy,Europe,2022-07-15 00:00:00,TQR,Fara Marler,On Time
Ciudad Constitución Airport,Mexico,North America,2022-11-06 00:00:00,CUA,Nellie Haseldine,On Time
Treviso-Sant'Angelo Airport,Italy,Europe,2022-01-03 00:00:00,TSF,Bondy Plaster,Delayed
Rochester Airport,United Kingdom,Europe,2022-01-03 00:00:00,RCS,Hughie Rockhall,On Time
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-11-11 00:00:00,TPS,Horacio Filasov,Delayed
North Ronaldsay Airport,United Kingdom,Europe,2022-01-31 00:00:00,NRL,Frederigo Stot,Cancelled
Bremerhaven Airport,Germany,Europe,2022-03-03 00:00:00,BRV,Enoch MacIver,Cancelled
Warton Airport,United Kingdom,Europe,2022-10-04 00:00:00,WRT,Myles Castaner,Delayed
Southampton Airport,United Kingdom,Europe,2022-02-03 00:00:00,SOU,Dede Camamill,Cancelled
Manchester Airport,United Kingdom,Europe,2022-11-16 00:00:00,MAN,Jasmina Gittens,Cancelled
Cortina Airport,Italy,Europe,2022-03-07 00:00:00,CDF,Maury Towson,Delayed
Palo Verde Airport,Mexico,North America,2022-01-30 00:00:00,SRL,Abra Ellerker,Delayed
Saenz Peña Airport,Argentina,South America,2022-10-10 00:00:00,SZQ,Myron Cromarty,On Time
Flensburg-Schäferhaus Airport,Germany,Europe,2022-09-13 00:00:00,FLF,Alasteir Klauber,Delayed
Coll Airport,United Kingdom,Europe,2022-06-10 00:00:00,COL,Nomi Lobb,Cancelled
General Juan N Alvarez International Airport,Mexico,North America,2022-10-06 00:00:00,ACA,Ichabod Hayfield,Delayed
Malpensa International Airport,Italy,Europe,2022-02-23 00:00:00,MXP,Herc Butlin,Cancelled
El Palomar Airport,Argentina,South America,2022-02-18 00:00:00,EPA,Wynn Goult,Delayed
Redhill Aerodrome,United Kingdom,Europe,2022-06-18 00:00:00,KRH,Rozanna Leschelle,Cancelled
Bologna Guglielmo Marconi Airport,Italy,Europe,2022-07-06 00:00:00,BLQ,Kincaid Birrane,On Time
General Lucio Blanco International Airport,Mexico,North America,2022-02-12 00:00:00,REX,Violetta Francis,Cancelled
Salerno Costa d'Amalfi Airport,Italy,Europe,2022-04-19 00:00:00,QSR,Bertie Bartolini,Cancelled
Wycombe Air Park,United Kingdom,Europe,2022-08-28 00:00:00,HYC,Colas Olle,Cancelled
El Plumerillo Airport,Argentina,South America,2022-04-26 00:00:00,MDZ,Timoteo Eicke,On Time
London Biggin Hill Airport,United Kingdom,Europe,2022-12-07 00:00:00,BQH,Guillemette Rubica,Cancelled
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-01-03 00:00:00,PSS,Raynell Denne,Cancelled
RAF Kinloss,United Kingdom,Europe,2022-09-15 00:00:00,FSS,Susi Feldharker,On Time
Olbia Costa Smeralda Airport,Italy,Europe,2022-04-07 00:00:00,OLB,Vidovik Armour,Delayed
Parma Airport,Italy,Europe,2022-05-09 00:00:00,PMF,Mar Stonehouse,Delayed
Schwerin Parchim Airport,Germany,Europe,2022-04-07 00:00:00,SZW,Basilio Purrier,On Time
Francisco Sarabia International Airport,Mexico,North America,2022-05-17 00:00:00,TRC,Ted Goward,Cancelled
RAF Lyneham,United Kingdom,Europe,2022-04-11 00:00:00,LYE,Wallas Lockyear,On Time
Curuzu Cuatia Airport,Argentina,South America,2022-12-06 00:00:00,UZU,Jacob Stayte,On Time
Böblingen Flugfeld,Germany,Europe,2022-03-30 00:00:00,PHM,Bernadina McEntee,Delayed
Nuremberg Airport,Germany,Europe,2022-06-20 00:00:00,NUE,Dael Gretton,Cancelled
East Midlands Airport,United Kingdom,Europe,2022-03-08 00:00:00,EMA,Avis Denham,On Time
Licenciado Miguel de la Madrid Airport,Mexico,North America,2022-03-14 00:00:00,CLQ,Roby Berryann,Delayed
Colonia Sarmiento Airport,Argentina,South America,2022-02-24 00:00:00,OLN,Boone Arrault,Delayed
General Francisco Javier Mina International Airport,Mexico,North America,2022-02-19 00:00:00,TAM,Wanids Sinkings,On Time
Lympne Airport,United Kingdom,Europe,2022-01-04 00:00:00,LYM,Michaela Horwell,On Time
London City Airport,United Kingdom,Europe,2022-01-19 00:00:00,LCY,Catlin Routledge,Cancelled
El Plumerillo Airport,Argentina,South America,2022-02-12 00:00:00,MDZ,Amaleta Hurring,Delayed
Böblingen Flugfeld,Germany,Europe,2022-05-01 00:00:00,PHM,Kerr Germaine,On Time
Lerwick / Tingwall Airport,United Kingdom,Europe,2022-06-18 00:00:00,LWK,Fremont Langthorne,Cancelled
Helgoland-Düne Airport,Germany,Europe,2022-01-18 00:00:00,HGL,Cesaro Ivimey,Delayed
Redhill Aerodrome,United Kingdom,Europe,2022-01-28 00:00:00,KRH,Karlotta Simonou,Cancelled
Termal Airport,Argentina,South America,2022-08-16 00:00:00,PRQ,Koressa Lumox,Delayed
Karlsruhe Baden-Baden Airport,Germany,Europe,2022-11-10 00:00:00,FKB,Sayre Loveday,On Time
Saenz Peña Airport,Argentina,South America,2022-09-11 00:00:00,SZQ,Celka Rendell,Cancelled
Licenciado Gustavo Díaz Ordaz International Airport,Mexico,North America,2022-12-06 00:00:00,PVR,Brittaney Bartolijn,Delayed
Dresden Airport,Germany,Europe,2022-10-15 00:00:00,DRS,Mirna Anyene,Cancelled
RAF Coningsby,United Kingdom,Europe,2022-04-05 00:00:00,QCY,Dinah Gooday,Cancelled
Tiree Airport,United Kingdom,Europe,2022-10-30 00:00:00,TRE,Petronille Scollick,Delayed
London Heathrow Airport,United Kingdom,Europe,2022-12-23 00:00:00,LHR,Huberto Cumbers,Cancelled
Angel Albino Corzo International Airport,Mexico,North America,2022-08-23 00:00:00,TGZ,Deena Como,Cancelled
Köthen Airport,Germany,Europe,2022-08-22 00:00:00,KOQ,Meade Bellon,Cancelled
Clorinda Airport,Argentina,South America,2022-02-08 00:00:00,CLX,Andre Moyles,Cancelled
Barth Airport,Germany,Europe,2022-09-08 00:00:00,BBH,Haroun O'Hallihane,On Time
Olavarria Airport,Argentina,South America,2022-09-09 00:00:00,OVR,Lexy Paradyce,Delayed
Sierra Grande Airport,Argentina,South America,2022-02-14 00:00:00,SGV,Rancell Beat,Delayed
El Tajín National Airport,Mexico,North America,2022-05-16 00:00:00,PAZ,Annabell Petrou,Cancelled
Rio Mayo Airport,Argentina,South America,2022-09-20 00:00:00,ROY,Loria Golling,Cancelled
Burg Feuerstein Airport,Germany,Europe,2022-05-19 00:00:00,URD,Ly Shier,Delayed
Belfast International Airport,United Kingdom,Europe,2022-07-17 00:00:00,BFS,Jone Dobie,Delayed
Düsseldorf Airport,Germany,Europe,2022-10-25 00:00:00,DUS,Dew Arman,Cancelled
Kent International Airport,United Kingdom,Europe,2022-04-24 00:00:00,MSE,Lombard Reichhardt,On Time
Ciudad Obregón International Airport,Mexico,North America,2022-08-11 00:00:00,CEN,Roseanna Hurll,Cancelled
RAF Greenham Common,United Kingdom,Europe,2022-04-09 00:00:00,EWY,Dill De Cleen,On Time
RAF Cottesmore,United Kingdom,Europe,2022-08-23 00:00:00,OKH,Penni Harmond,Cancelled
Lahr Airport,Germany,Europe,2022-01-14 00:00:00,LHA,Dorette Marc,Delayed
Kiel-Holtenau Airport,Germany,Europe,2022-08-30 00:00:00,KEL,Kale Pollicott,Cancelled
Stronsay Airport,United Kingdom,Europe,2022-05-18 00:00:00,SOY,Kizzie Heynen,On Time
El Dorado Airport,Argentina,South America,2022-09-10 00:00:00,ELO,Timofei Neicho,Cancelled
Flensburg-Schäferhaus Airport,Germany,Europe,2022-06-02 00:00:00,FLF,Marlee O'Donovan,Delayed
Nogales International Airport,Mexico,North America,2022-09-28 00:00:00,NOG,Glori Schwandner,Delayed
RAF Lyneham,United Kingdom,Europe,2022-11-08 00:00:00,LYE,Chickie Spittles,Delayed
Del Bajío International Airport,Mexico,North America,2022-03-04 00:00:00,BJX,Kathlin Shires,On Time
Parma Airport,Italy,Europe,2022-08-10 00:00:00,PMF,Ulysses Tungate,Cancelled
Nuevo Casas Grandes Airport,Mexico,North America,2022-09-03 00:00:00,NCG,Carlotta Bettinson,Delayed
RAF West Malling,United Kingdom,Europe,2022-09-24 00:00:00,WEM,Daryl Trowel,On Time
Fritzlar Airport,Germany,Europe,2022-07-14 00:00:00,FRZ,Reiko Coolahan,On Time
Frankfurt-Egelsbach Airport,Germany,Europe,2022-11-19 00:00:00,QEF,Ad Traice,On Time
Los Menucos Airport,Argentina,South America,2022-04-20 00:00:00,LMD,Reidar Jensen,On Time
Abreojos Airport,Mexico,North America,2022-12-09 00:00:00,AJS,Wallace Gauld,On Time
Oxford (Kidlington) Airport,United Kingdom,Europe,2022-09-19 00:00:00,OXF,Winnie Frossell,Delayed
RAF Coningsby,United Kingdom,Europe,2022-07-05 00:00:00,QCY,Pepito Wardingley,On Time
Nuremberg Airport,Germany,Europe,2022-04-26 00:00:00,NUE,Marta Shelsher,On Time
Abraham González International Airport,Mexico,North America,2022-06-22 00:00:00,CJS,Sianna Sarton,Delayed
Rio Mayo Airport,Argentina,South America,2022-07-06 00:00:00,ROY,Rikki Burras,On Time
Wiesbaden Army Airfield,Germany,Europe,2022-11-21 00:00:00,WIE,Culley Este,On Time
Dortmund Airport,Germany,Europe,2022-02-16 00:00:00,DTM,Isaac Pover,On Time
Lübeck Blankensee Airport,Germany,Europe,2022-10-27 00:00:00,LBC,Hayley Yurmanovev,Cancelled
Piloto Civil N. Fernández Airport,Argentina,South America,2022-01-28 00:00:00,RGL,Sloan Gypps,Delayed
Juist Airport,Germany,Europe,2022-01-28 00:00:00,JUI,Bern Hember,Cancelled
L'Aquila–Preturo Airport,Italy,Europe,2022-08-02 00:00:00,QAQ,Nickie Rubel,Cancelled
Lahr Airport,Germany,Europe,2022-05-07 00:00:00,LHA,Calhoun Posselow,Delayed
Piedras Negras International Airport,Mexico,North America,2022-04-17 00:00:00,PDS,Sarge Skippings,On Time
El Tajín National Airport,Mexico,North America,2022-07-22 00:00:00,PAZ,Ruthy Bushell,Delayed
Düsseldorf Airport,Germany,Europe,2022-09-24 00:00:00,DUS,Connie Fairs,On Time
Friedrichshafen Airport,Germany,Europe,2022-04-07 00:00:00,FDH,Stuart McKerlie,On Time
Valle Del Conlara International Airport,Argentina,South America,2022-09-13 00:00:00,RLO,Lisha Ioselevich,Delayed
Bolzano Airport,Italy,Europe,2022-08-25 00:00:00,BZO,Gage Prate,On Time
Kiel-Holtenau Airport,Germany,Europe,2022-05-23 00:00:00,KEL,Paddie Laugheran,Delayed
North Ronaldsay Airport,United Kingdom,Europe,2022-02-06 00:00:00,NRL,Peadar Oscroft,On Time
Puerto Escondido International Airport,Mexico,North America,2022-10-13 00:00:00,PXM,Michel Polsin,Delayed
Aachen-Merzbrück Airport,Germany,Europe,2022-05-01 00:00:00,AAH,Dennison Beadon,Cancelled
Pisa International Airport,Italy,Europe,2022-02-13 00:00:00,PSA,Abigale Twigley,Cancelled
Guerrero Negro Airport,Mexico,North America,2022-12-17 00:00:00,GUB,Eb Dyble,On Time
El Calafate Airport,Argentina,South America,2022-10-18 00:00:00,FTE,Teresina Heinritz,On Time
Cortina Airport,Italy,Europe,2022-11-06 00:00:00,CDF,Gayleen Ongin,On Time
Saarbrücken Airport,Germany,Europe,2022-03-15 00:00:00,SCN,Cory Tupie,Cancelled
Riesa-Göhlis Airport,Germany,Europe,2022-11-25 00:00:00,IES,Dean Orviss,On Time
Brigadier Mayor D Cesar Raul Ojeda Airport,Argentina,South America,2022-02-13 00:00:00,LUQ,Celisse Thom,Cancelled
Amado Nervo National Airport,Mexico,North America,2022-07-08 00:00:00,TPQ,Flinn Sommerled,Cancelled
Redhill Aerodrome,United Kingdom,Europe,2022-12-15 00:00:00,KRH,Herve Tuberfield,Cancelled
RAF Coningsby,United Kingdom,Europe,2022-01-26 00:00:00,QCY,Georgetta Swinfon,Cancelled
San Quintín Military Airstrip,Mexico,North America,2022-05-04 00:00:00,SNQ,Shela Wolfer,Delayed
Foula Airfield,United Kingdom,Europe,2022-05-18 00:00:00,FOA,Katti D'Avaux,Delayed
RAF Wyton,United Kingdom,Europe,2022-03-17 00:00:00,QUY,Bill Hedden,Cancelled
Leonardo da Vinci–Fiumicino Airport,Italy,Europe,2022-07-17 00:00:00,FCO,Goldina Brame,Cancelled
Fair Isle Airport,United Kingdom,Europe,2022-04-21 00:00:00,FIE,Valdemar Ferrand,Cancelled
Cananea National Airport,Mexico,North America,2022-01-15 00:00:00,CNA,Burty Siggee,Cancelled
Parma Airport,Italy,Europe,2022-01-08 00:00:00,PMF,Charin De Ruggero,On Time
Bembridge Airport,United Kingdom,Europe,2022-07-22 00:00:00,BBP,Alfredo Wrightem,On Time
Wiesbaden Army Airfield,Germany,Europe,2022-10-17 00:00:00,WIE,Eloise Leethem,Cancelled
Don Miguel Hidalgo Y Costilla International Airport,Mexico,North America,2022-05-31 00:00:00,GDL,Keane Klehyn,On Time
Kiel-Holtenau Airport,Germany,Europe,2022-01-05 00:00:00,KEL,Patricio Sirman,Delayed
Lahr Airport,Germany,Europe,2022-05-18 00:00:00,LHA,Sharai Yelden,Cancelled
Westray Airport,United Kingdom,Europe,2022-05-15 00:00:00,WRY,Marnia Varey,Delayed
Santa Rosa Airport,Argentina,South America,2022-10-26 00:00:00,RSA,Fabio Ganders,Delayed
Magdeburg City Airport,Germany,Europe,2022-09-16 00:00:00,ZMG,Lyndel Sparway,On Time
Perugia San Francesco d'Assisi – Umbria International Airport,Italy,Europe,2022-06-18 00:00:00,PEG,Tabitha Steers,Delayed
Dornoch Airfield,United Kingdom,Europe,2022-04-06 00:00:00,DOC,Valentin Caldaro,Delayed
RAF Lossiemouth,United Kingdom,Europe,2022-11-08 00:00:00,LMO,Lothaire Hairsine,On Time
Emden Airport,Germany,Europe,2022-07-08 00:00:00,EME,Carree Waldrum,Delayed
Verona Villafranca Airport,Italy,Europe,2022-01-21 00:00:00,VRN,Karon Di Batista,Delayed
General Leobardo C. Ruiz International Airport,Mexico,North America,2022-03-02 00:00:00,ZCL,Keefe Form,On Time
Manchester Airport,United Kingdom,Europe,2022-09-29 00:00:00,MAN,Timothee Marfell,On Time
Wilhelmshaven-Mariensiel Airport,Germany,Europe,2022-06-22 00:00:00,WVN,Courtenay Kimberley,On Time
Islay Airport,United Kingdom,Europe,2022-08-22 00:00:00,ILY,Levin Draisey,Cancelled
Penzance Heliport,United Kingdom,Europe,2022-07-10 00:00:00,PZE,Stephanus Fildery,Cancelled
Plymouth City Airport,United Kingdom,Europe,2022-06-23 00:00:00,PLH,Modesta Balderstone,Cancelled
Sauce Viejo Airport,Argentina,South America,2022-12-28 00:00:00,SFN,Tory Vasyunichev,On Time
Sunchales Aeroclub Airport,Argentina,South America,2022-09-23 00:00:00,NCJ,Concettina Linden,Delayed
Bristol Filton Airport,United Kingdom,Europe,2022-05-04 00:00:00,FZO,Justinn Scrymgeour,Delayed
Jorge Newbery Airpark,Argentina,South America,2022-04-12 00:00:00,AEP,Raquela Kira,On Time
Oberpfaffenhofen Airport,Germany,Europe,2022-05-20 00:00:00,OBF,Sidnee Kitchenham,Cancelled
Hamburg Airport,Germany,Europe,2022-04-14 00:00:00,HAM,Rickey Dorsett,On Time
Wycombe Air Park,United Kingdom,Europe,2022-06-22 00:00:00,HYC,Birgit Skures,Delayed
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-01-26 00:00:00,TPS,Amii Fell,On Time
Karlsruhe Baden-Baden Airport,Germany,Europe,2022-09-13 00:00:00,FKB,Isadore Darcy,On Time
Colonia Sarmiento Airport,Argentina,South America,2022-03-16 00:00:00,OLN,Lira Thomesson,Cancelled
Punta Chivato Airport,Mexico,North America,2022-12-12 00:00:00,PCV,Anatollo Abrahmovici,On Time
Area De Material Airport,Argentina,South America,2022-11-24 00:00:00,RCU,Jody Dabrowski,On Time
Dortmund Airport,Germany,Europe,2022-01-16 00:00:00,DTM,Dennet Summerfield,On Time
Venice Marco Polo Airport,Italy,Europe,2022-05-12 00:00:00,VCE,Grace Lamacraft,On Time
Wyk auf Föhr Airport,Germany,Europe,2022-08-19 00:00:00,OHR,Freida Donnan,On Time
Nuevo Casas Grandes Airport,Mexico,North America,2022-06-07 00:00:00,NCG,Elka Noden,Cancelled
RAF Odiham,United Kingdom,Europe,2022-02-09 00:00:00,ODH,Dylan Durbyn,Cancelled
Varrelbusch Airport,Germany,Europe,2022-03-10 00:00:00,VAC,Olia Garrison,Cancelled
Cortina Airport,Italy,Europe,2022-02-27 00:00:00,CDF,Ivan Mouncey,Delayed
Olbia Costa Smeralda Airport,Italy,Europe,2022-08-18 00:00:00,OLB,Nikola Buxcey,Delayed
Malpensa International Airport,Italy,Europe,2022-08-16 00:00:00,MXP,Port Penkman,Cancelled
Paso De Los Libres Airport,Argentina,South America,2022-12-02 00:00:00,AOL,Eb Eytel,Cancelled
Hof-Plauen Airport,Germany,Europe,2022-03-16 00:00:00,HOQ,Vickie Stouther,Cancelled
Warton Airport,United Kingdom,Europe,2022-03-15 00:00:00,WRT,Mick Ethridge,On Time
RAF Lyneham,United Kingdom,Europe,2022-05-17 00:00:00,LYE,Francois Quimby,Cancelled
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-01-05 00:00:00,CUU,Caro Angrick,Delayed
General José María Yáñez International Airport,Mexico,North America,2022-08-21 00:00:00,GYM,Lark Deackes,Cancelled
Lahr Airport,Germany,Europe,2022-04-06 00:00:00,LHA,Elizabeth Rehme,Cancelled
Flotta Isle Airport,United Kingdom,Europe,2022-09-02 00:00:00,FLH,Diane Scholler,On Time
Licenciado y General Ignacio Lopez Rayon Airport,Mexico,North America,2022-08-29 00:00:00,UPN,Davide Currey,Delayed
General Mariano Escobedo International Airport,Mexico,North America,2022-05-20 00:00:00,MTY,Sephira Dewhirst,Delayed
Coventry Airport,United Kingdom,Europe,2022-04-19 00:00:00,CVT,Babita Honisch,On Time
Gobernador Horacio Guzman International Airport,Argentina,South America,2022-01-01 00:00:00,JUJ,Esdras Leman,On Time
Anglesey Airport,United Kingdom,Europe,2022-11-05 00:00:00,VLY,Venus Yggo,Cancelled
Comandante Espora Airport,Argentina,South America,2022-01-18 00:00:00,BHI,Corissa Bullant,Delayed
Punta Colorada Airport,Mexico,North America,2022-08-13 00:00:00,PCO,Kerrie Leagas,Delayed
Cambridge Airport,United Kingdom,Europe,2022-08-18 00:00:00,CBG,Denna Aleso,Delayed
Abreojos Airport,Mexico,North America,2022-11-24 00:00:00,AJS,Taylor Rasper,Cancelled
Islay Airport,United Kingdom,Europe,2022-04-01 00:00:00,ILY,Cobby Letchford,Delayed
Federico Fellini International Airport,Italy,Europe,2022-12-29 00:00:00,RMI,Selestina Goodhand,Delayed
San Felipe International Airport,Mexico,North America,2022-03-07 00:00:00,SFH,Wilfrid Becom,Cancelled
Ingolstadt Manching Airport,Germany,Europe,2022-07-08 00:00:00,IGS,Titos Aickin,Cancelled
El Bolson Airport,Argentina,South America,2022-02-04 00:00:00,EHL,Keelby MacIlhargy,Delayed
Helgoland-Düne Airport,Germany,Europe,2022-01-28 00:00:00,HGL,Cyndy Pardoe,Cancelled
London Biggin Hill Airport,United Kingdom,Europe,2022-06-03 00:00:00,BQH,Francesco Newling,Delayed
Presidente Peron Airport,Argentina,South America,2022-05-05 00:00:00,NQN,Eva Cozby,Delayed
Don Miguel Hidalgo Y Costilla International Airport,Mexico,North America,2022-01-15 00:00:00,GDL,Georgette Frier,On Time
General Juan N Alvarez International Airport,Mexico,North America,2022-06-22 00:00:00,ACA,Clemmy Burgwyn,Cancelled
Pisa International Airport,Italy,Europe,2022-12-02 00:00:00,PSA,Fitz Detoc,Cancelled
Sigonella Navy Air Base,Italy,Europe,2022-03-09 00:00:00,NSY,Karia Tookey,On Time
Crotone Airport,Italy,Europe,2022-06-26 00:00:00,CRV,Gussi Quinion,Cancelled
RAF Fairford,United Kingdom,Europe,2022-11-18 00:00:00,FFD,Emera Lilly,Delayed
Lydd Airport,United Kingdom,Europe,2022-05-10 00:00:00,LYX,Anne Veryan,Cancelled
Hamburg Airport,Germany,Europe,2022-05-03 00:00:00,HAM,Martyn Helder,Cancelled
General Pico Airport,Argentina,South America,2022-03-23 00:00:00,GPO,Otho Barwell,On Time
Illesheim Air Base,Germany,Europe,2022-03-13 00:00:00,ILH,Myrah Le Brum,On Time
Redhill Aerodrome,United Kingdom,Europe,2022-04-20 00:00:00,KRH,Manya Trevaskus,On Time
Cananea National Airport,Mexico,North America,2022-05-12 00:00:00,CNA,Weidar Remon,On Time
Villa Gesell Airport,Argentina,South America,2022-09-10 00:00:00,VLG,Ase Castell,On Time
Schönhagen Airport,Germany,Europe,2022-10-26 00:00:00,QXH,Mil Dominico,Cancelled
Westray Airport,United Kingdom,Europe,2022-10-04 00:00:00,WRY,Leese Dobbings,On Time
RAF Marham,United Kingdom,Europe,2022-04-22 00:00:00,KNF,Jefferson Macieja,Cancelled
Piloto Civil N. Fernández Airport,Argentina,South America,2022-06-07 00:00:00,RGL,Fleming Thorneley,On Time
