airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status,germany_latitude,germany_longitude,argentina_latitude,argentina_longitude,mexico_latitude,mexico_longitude,uk_latitude,uk_longitude,italy_latitude,italy_longitude
Paderborn Lippstadt Airport,Germany,Europe,2022-12-11 00:00:00,PAD,Suzi Lidgett,On Time,51.614100,8.616300,,,,,,,,
Quetzalcóatl International Airport,Mexico,North America,2022-03-17 00:00:00,NLD,Rivi Moyser,Delayed,,,,,27.443100,-99.570500,,,,
RAF Lyneham,United Kingdom,Europe,2022-07-11 00:00:00,LYE,Gabriele McClenan,On Time,,,,,,,51.505100,-1.993400,,
Bologna Guglielmo Marconi Airport,Italy,Europe,2022-12-13 00:00:00,BLQ,Guinevere Kilday,On Time,,,,,,,,,44.535400,11.288700
Reggio Calabria Airport,Italy,Europe,2022-01-05 00:00:00,REG,Samantha Bannester,On Time,,,,,,,,,38.071200,15.651600
Burg Feuerstein Airport,Germany,Europe,2022-08-29 00:00:00,URD,Lindsay Shucksmith,Delayed,49.793600,11.133100,,,,,,,,
Bremen Airport,Germany,Europe,2022-03-01 00:00:00,BRE,Rora Wilmut,Cancelled,53.047500,8.786700,,,,,,,,
Salerno Costa d'Amalfi Airport,Italy,Europe,2022-06-01 00:00:00,QSR,Harold Guppie,On Time,,,,,,,,,40.620400,14.911300
Giebelstadt Airport,Germany,Europe,2022-12-08 00:00:00,GHF,Bart Brusby,Cancelled,49.648100,9.966500,,,,,,,,
Valle Del Conlara International Airport,Argentina,South America,2022-08-31 00:00:00,RLO,Darrelle Goldstein,On Time,,,-32.384300,-65.081500,,,,,,
Newquay Cornwall Airport,United Kingdom,Europe,2022-03-01 00:00:00,NQY,Annalee Dolphin,On Time,,,,,,,50.440600,-4.995400,,
Caleta Olivia Airport,Argentina,South America,2022-04-21 00:00:00,CVI,Adora Pittoli,Delayed,,,-46.433300,-67.500000,,,,,,
Valle Del Conlara International Airport,Argentina,South America,2022-05-04 00:00:00,RLO,Elisabeth Schulze,Delayed,,,-32.384300,-65.081500,,,,,,
Rio Mayo Airport,Argentina,South America,2022-03-25 00:00:00,ROY,Bruce Willshee,Delayed,,,-45.703300,-70.247300,,,,,,
Peenemünde Airport,Germany,Europe,2022-10-09 00:00:00,PEF,Cristobal Davion,On Time,54.158300,13.767200,,,,,,,,
San Domino Island Heliport,Italy,Europe,2022-07-15 00:00:00,TQR,Fara Marler,On Time,,,,,,,,,42.112200,15.488600
Ciudad Constitución Airport,Mexico,North America,2022-11-06 00:00:00,CUA,Nellie Haseldine,On Time,,,,,25.052800,-111.615000,,,,
Treviso-Sant'Angelo Airport,Italy,Europe,2022-01-03 00:00:00,TSF,Bondy Plaster,Delayed,,,,,,,,,45.648400,12.194400
Rochester Airport,United Kingdom,Europe,2022-01-03 00:00:00,RCS,Hughie Rockhall,On Time,,,,,,,51.352000,0.502000,,
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-11-11 00:00:00,TPS,Horacio Filasov,Delayed,,,,,,,,,37.911200,12.487700
North Ronaldsay Airport,United Kingdom,Europe,2022-01-31 00:00:00,NRL,Frederigo Stot,Cancelled,,,,,,,59.367500,-2.434400,,
Bremerhaven Airport,Germany,Europe,2022-03-03 00:00:00,BRV,Enoch MacIver,Cancelled,53.507100,8.572800,,,,,,,,
Warton Airport,United Kingdom,Europe,2022-10-04 00:00:00,WRT,Myles Castaner,Delayed,,,,,,,59.350300,-2.950000,,
Southampton Airport,United Kingdom,Europe,2022-02-03 00:00:00,SOU,Dede Camamill,Cancelled,,,,,,,50.950300,-1.356800,,
Manchester Airport,United Kingdom,Europe,2022-11-16 00:00:00,MAN,Jasmina Gittens,Cancelled,,,,,,,53.365700,-2.272980,,
Cortina Airport,Italy,Europe,2022-03-07 00:00:00,CDF,Maury Towson,Delayed,,,,,,,,,41.920200,9.402800
Palo Verde Airport,Mexico,North America,2022-01-30 00:00:00,SRL,Abra Ellerker,Delayed,,,,,27.833300,-112.383300,,,,
Saenz Peña Airport,Argentina,South America,2022-10-10 00:00:00,SZQ,Myron Cromarty,On Time,,,-26.799600,-60.493200,,,,,,
Flensburg-Schäferhaus Airport,Germany,Europe,2022-09-13 00:00:00,FLF,Alasteir Klauber,Delayed,54.773300,9.378500,,,,,,,,
Coll Airport,United Kingdom,Europe,2022-06-10 00:00:00,COL,Nomi Lobb,Cancelled,,,,,,,56.634100,-6.619200,,
General Juan N Alvarez International Airport,Mexico,North America,2022-10-06 00:00:00,ACA,Ichabod Hayfield,Delayed,,,,,,,,,,
Malpensa International Airport,Italy,Europe,2022-02-23 00:00:00,MXP,Herc Butlin,Cancelled,,,,,,,,,45.630600,8.728100
El Palomar Airport,Argentina,South America,2022-02-18 00:00:00,EPA,Wynn Goult,Delayed,,,-34.609900,-58.612600,,,,,,
Redhill Aerodrome,United Kingdom,Europe,2022-06-18 00:00:00,KRH,Rozanna Leschelle,Cancelled,,,,,,,51.213500,-0.138800,,
Bologna Guglielmo Marconi Airport,Italy,Europe,2022-07-06 00:00:00,BLQ,Kincaid Birrane,On Time,,,,,,,,,44.535400,11.288700
General Lucio Blanco International Airport,Mexico,North America,2022-02-12 00:00:00,REX,Violetta Francis,Cancelled,,,,,25.902500,-98.239200,,,,
Salerno Costa d'Amalfi Airport,Italy,Europe,2022-04-19 00:00:00,QSR,Bertie Bartolini,Cancelled,,,,,,,,,40.620400,14.911300
Wycombe Air Park,United Kingdom,Europe,2022-08-28 00:00:00,HYC,Colas Olle,Cancelled,,,,,,,51.611700,-0.808300,,
El Plumerillo Airport,Argentina,South America,2022-04-26 00:00:00,MDZ,Timoteo Eicke,On Time,,,-32.831700,-68.792900,,,,,,
London Biggin Hill Airport,United Kingdom,Europe,2022-12-07 00:00:00,BQH,Guillemette Rubica,Cancelled,,,,,,,51.330800,0.032500,,
Libertador Gral D Jose De San Martin Airport,Argentina,South America,2022-01-03 00:00:00,PSS,Raynell Denne,Cancelled,,,-27.385800,-55.970700,,,,,,
RAF Kinloss,United Kingdom,Europe,2022-09-15 00:00:00,FSS,Susi Feldharker,On Time,,,,,,,57.649400,-3.560600,,
Olbia Costa Smeralda Airport,Italy,Europe,2022-04-07 00:00:00,OLB,Vidovik Armour,Delayed,,,,,,,,,40.898700,9.517600
Parma Airport,Italy,Europe,2022-05-09 00:00:00,PMF,Mar Stonehouse,Delayed,,,,,,,,,44.824500,10.296400
Schwerin Parchim Airport,Germany,Europe,2022-04-07 00:00:00,SZW,Basilio Purrier,On Time,53.426000,11.783400,,,,,,,,
Francisco Sarabia International Airport,Mexico,North America,2022-05-17 00:00:00,TRC,Ted Goward,Cancelled,,,,,25.568300,-103.410600,,,,
RAF Lyneham,United Kingdom,Europe,2022-04-11 00:00:00,LYE,Wallas Lockyear,On Time,,,,,,,51.505100,-1.993400,,
Curuzu Cuatia Airport,Argentina,South America,2022-12-06 00:00:00,UZU,Jacob Stayte,On Time,,,-29.770600,-58.281900,,,,,,
Böblingen Flugfeld,Germany,Europe,2022-03-30 00:00:00,PHM,Bernadina McEntee,Delayed,54.158300,13.767200,,,,,,,,
Nuremberg Airport,Germany,Europe,2022-06-20 00:00:00,NUE,Dael Gretton,Cancelled,49.498700,11.066900,,,,,,,,
East Midlands Airport,United Kingdom,Europe,2022-03-08 00:00:00,EMA,Avis Denham,On Time,,,,,,,52.831100,-1.328100,,
Licenciado Miguel de la Madrid Airport,Mexico,North America,2022-03-14 00:00:00,CLQ,Roby Berryann,Delayed,,,,,19.277000,-103.577100,,,,
Colonia Sarmiento Airport,Argentina,South America,2022-02-24 00:00:00,OLN,Boone Arrault,Delayed,,,-40.967800,-68.233100,,,,,,
General Francisco Javier Mina International Airport,Mexico,North America,2022-02-19 00:00:00,TAM,Wanids Sinkings,On Time,,,,,22.296400,-97.865900,,,,
Lympne Airport,United Kingdom,Europe,2022-01-04 00:00:00,LYM,Michaela Horwell,On Time,,,,,,,51.080000,1.013000,,
London City Airport,United Kingdom,Europe,2022-01-19 00:00:00,LCY,Catlin Routledge,Cancelled,,,,,,,51.505300,0.055300,,
El Plumerillo Airport,Argentina,South America,2022-02-12 00:00:00,MDZ,Amaleta Hurring,Delayed,,,-32.831700,-68.792900,,,,,,
Böblingen Flugfeld,Germany,Europe,2022-05-01 00:00:00,PHM,Kerr Germaine,On Time,54.158300,13.767200,,,,,,,,
Lerwick / Tingwall Airport,United Kingdom,Europe,2022-06-18 00:00:00,LWK,Fremont Langthorne,Cancelled,,,,,,,60.192200,-1.243600,,
Helgoland-Düne Airport,Germany,Europe,2022-01-18 00:00:00,HGL,Cesaro Ivimey,Delayed,54.185400,7.915300,,,,,,,,
Redhill Aerodrome,United Kingdom,Europe,2022-01-28 00:00:00,KRH,Karlotta Simonou,Cancelled,,,,,,,51.213500,-0.138800,,
Termal Airport,Argentina,South America,2022-08-16 00:00:00,PRQ,Koressa Lumox,Delayed,,,-26.852600,-60.614600,,,,,,
Karlsruhe Baden-Baden Airport,Germany,Europe,2022-11-10 00:00:00,FKB,Sayre Loveday,On Time,48.779400,8.080500,,,,,,,,
Saenz Peña Airport,Argentina,South America,2022-09-11 00:00:00,SZQ,Celka Rendell,Cancelled,,,-26.799600,-60.493200,,,,,,
Licenciado Gustavo Díaz Ordaz International Airport,Mexico,North America,2022-12-06 00:00:00,PVR,Brittaney Bartolijn,Delayed,,,,,20.680100,-105.254200,,,,
Dresden Airport,Germany,Europe,2022-10-15 00:00:00,DRS,Mirna Anyene,Cancelled,51.132800,13.767200,,,,,,,,
RAF Coningsby,United Kingdom,Europe,2022-04-05 00:00:00,QCY,Dinah Gooday,Cancelled,,,,,,,53.093000,-0.166000,,
Tiree Airport,United Kingdom,Europe,2022-10-30 00:00:00,TRE,Petronille Scollick,Delayed,,,,,,,56.499200,-6.869200,,
London Heathrow Airport,United Kingdom,Europe,2022-12-23 00:00:00,LHR,Huberto Cumbers,Cancelled,,,,,,,51.471000,-0.456000,,
Angel Albino Corzo International Airport,Mexico,North America,2022-08-23 00:00:00,TGZ,Deena Como,Cancelled,,,,,16.561800,-93.026000,,,,
Köthen Airport,Germany,Europe,2022-08-22 00:00:00,KOQ,Meade Bellon,Cancelled,51.856400,11.419200,,,,,,,,
Clorinda Airport,Argentina,South America,2022-02-08 00:00:00,CLX,Andre Moyles,Cancelled,,,-25.296900,-57.722500,,,,,,
Barth Airport,Germany,Europe,2022-09-08 00:00:00,BBH,Haroun O'Hallihane,On Time,54.337500,12.699400,,,,,,,,
Olavarria Airport,Argentina,South America,2022-09-09 00:00:00,OVR,Lexy Paradyce,Delayed,,,-36.889900,-60.216800,,,,,,
Sierra Grande Airport,Argentina,South America,2022-02-14 00:00:00,SGV,Rancell Beat,Delayed,,,-41.591300,-65.339400,,,,,,
El Tajín National Airport,Mexico,North America,2022-05-16 00:00:00,PAZ,Annabell Petrou,Cancelled,,,,,20.602700,-97.460800,,,,
Rio Mayo Airport,Argentina,South America,2022-09-20 00:00:00,ROY,Loria Golling,Cancelled,,,-45.703300,-70.247300,,,,,,
Burg Feuerstein Airport,Germany,Europe,2022-05-19 00:00:00,URD,Ly Shier,Delayed,49.793600,11.133100,,,,,,,,
Belfast International Airport,United Kingdom,Europe,2022-07-17 00:00:00,BFS,Jone Dobie,Delayed,,,,,,,54.657500,-6.215800,,
Düsseldorf Airport,Germany,Europe,2022-10-25 00:00:00,DUS,Dew Arman,Cancelled,51.289500,6.766800,,,,,,,,
Kent International Airport,United Kingdom,Europe,2022-04-24 00:00:00,MSE,Lombard Reichhardt,On Time,,,,,,,51.342200,1.346100,,
Ciudad Obregón International Airport,Mexico,North America,2022-08-11 00:00:00,CEN,Roseanna Hurll,Cancelled,,,,,27.392600,-109.833000,,,,
RAF Greenham Common,United Kingdom,Europe,2022-04-09 00:00:00,EWY,Dill De Cleen,On Time,,,,,,,51.377800,-1.317800,,
RAF Cottesmore,United Kingdom,Europe,2022-08-23 00:00:00,OKH,Penni Harmond,Cancelled,,,,,,,52.736000,-0.648000,,
Lahr Airport,Germany,Europe,2022-01-14 00:00:00,LHA,Dorette Marc,Delayed,48.369300,7.827700,,,,,,,,
Kiel-Holtenau Airport,Germany,Europe,2022-08-30 00:00:00,KEL,Kale Pollicott,Cancelled,54.379500,10.145200,,,,,,,,
Stronsay Airport,United Kingdom,Europe,2022-05-18 00:00:00,SOY,Kizzie Heynen,On Time,,,,,,,59.155300,-2.641400,,
El Dorado Airport,Argentina,South America,2022-09-10 00:00:00,ELO,Timofei Neicho,Cancelled,,,-26.397500,-54.574700,,,,,,
Flensburg-Schäferhaus Airport,Germany,Europe,2022-06-02 00:00:00,FLF,Marlee O'Donovan,Delayed,54.773300,9.378500,,,,,,,,
Nogales International Airport,Mexico,North America,2022-09-28 00:00:00,NOG,Glori Schwandner,Delayed,,,,,,,,,,
RAF Lyneham,United Kingdom,Europe,2022-11-08 00:00:00,LYE,Chickie Spittles,Delayed,,,,,,,51.505100,-1.993400,,
Del Bajío International Airport,Mexico,North America,2022-03-04 00:00:00,BJX,Kathlin Shires,On Time,,,,,20.993500,-101.481000,,,,
Parma Airport,Italy,Europe,2022-08-10 00:00:00,PMF,Ulysses Tungate,Cancelled,,,,,,,,,44.824500,10.296400
Nuevo Casas Grandes Airport,Mexico,North America,2022-09-03 00:00:00,NCG,Carlotta Bettinson,Delayed,,,,,30.397400,-107.874700,,,,
RAF West Malling,United Kingdom,Europe,2022-09-24 00:00:00,WEM,Daryl Trowel,On Time,,,,,,,51.282800,0.409700,,
Fritzlar Airport,Germany,Europe,2022-07-14 00:00:00,FRZ,Reiko Coolahan,On Time,51.114400,9.285800,,,,,,,,
Frankfurt-Egelsbach Airport,Germany,Europe,2022-11-19 00:00:00,QEF,Ad Traice,On Time,49.960800,8.641500,,,,,,,,
Los Menucos Airport,Argentina,South America,2022-04-20 00:00:00,LMD,Reidar Jensen,On Time,,,-35.493600,-64.242200,,,,,,
Abreojos Airport,Mexico,North America,2022-12-09 00:00:00,AJS,Wallace Gauld,On Time,,,,,26.711700,-113.911600,,,,
Oxford (Kidlington) Airport,United Kingdom,Europe,2022-09-19 00:00:00,OXF,Winnie Frossell,Delayed,,,,,,,51.836900,-1.320000,,
RAF Coningsby,United Kingdom,Europe,2022-07-05 00:00:00,QCY,Pepito Wardingley,On Time,,,,,,,53.093000,-0.166000,,
Nuremberg Airport,Germany,Europe,2022-04-26 00:00:00,NUE,Marta Shelsher,On Time,49.498700,11.066900,,,,,,,,
Abraham González International Airport,Mexico,North America,2022-06-22 00:00:00,CJS,Sianna Sarton,Delayed,,,,,,,,,,
Rio Mayo Airport,Argentina,South America,2022-07-06 00:00:00,ROY,Rikki Burras,On Time,,,-45.703300,-70.247300,,,,,,
Wiesbaden Army Airfield,Germany,Europe,2022-11-21 00:00:00,WIE,Culley Este,On Time,50.049800,8.325400,,,,,,,,
Dortmund Airport,Germany,Europe,2022-02-16 00:00:00,DTM,Isaac Pover,On Time,51.518300,7.612200,,,,,,,,
Lübeck Blankensee Airport,Germany,Europe,2022-10-27 00:00:00,LBC,Hayley Yurmanovev,Cancelled,53.805400,10.719200,,,,,,,,
Piloto Civil N. Fernández Airport,Argentina,South America,2022-01-28 00:00:00,RGL,Sloan Gypps,Delayed,,,-51.608900,-69.312600,,,,,,
Juist Airport,Germany,Europe,2022-01-28 00:00:00,JUI,Bern Hember,Cancelled,53.681600,7.055600,,,,,,,,
L'Aquila–Preturo Airport,Italy,Europe,2022-08-02 00:00:00,QAQ,Nickie Rubel,Cancelled,,,,,,,,,41.245200,9.407300
Lahr Airport,Germany,Europe,2022-05-07 00:00:00,LHA,Calhoun Posselow,Delayed,48.369300,7.827700,,,,,,,,
Piedras Negras International Airport,Mexico,North America,2022-04-17 00:00:00,PDS,Sarge Skippings,On Time,,,,,28.627400,-100.535200,,,,
El Tajín National Airport,Mexico,North America,2022-07-22 00:00:00,PAZ,Ruthy Bushell,Delayed,,,,,20.602700,-97.460800,,,,
Düsseldorf Airport,Germany,Europe,2022-09-24 00:00:00,DUS,Connie Fairs,On Time,51.289500,6.766800,,,,,,,,
Friedrichshafen Airport,Germany,Europe,2022-04-07 00:00:00,FDH,Stuart McKerlie,On Time,47.671300,9.511500,,,,,,,,
Valle Del Conlara International Airport,Argentina,South America,2022-09-13 00:00:00,RLO,Lisha Ioselevich,Delayed,,,-32.384300,-65.081500,,,,,,
Bolzano Airport,Italy,Europe,2022-08-25 00:00:00,BZO,Gage Prate,On Time,,,,,,,,,46.460200,11.326400
Kiel-Holtenau Airport,Germany,Europe,2022-05-23 00:00:00,KEL,Paddie Laugheran,Delayed,54.379500,10.145200,,,,,,,,
North Ronaldsay Airport,United Kingdom,Europe,2022-02-06 00:00:00,NRL,Peadar Oscroft,On Time,,,,,,,59.367500,-2.434400,,
Puerto Escondido International Airport,Mexico,North America,2022-10-13 00:00:00,PXM,Michel Polsin,Delayed,,,,,15.876900,-97.089100,,,,
Aachen-Merzbrück Airport,Germany,Europe,2022-05-01 00:00:00,AAH,Dennison Beadon,Cancelled,50.823200,6.186400,,,,,,,,
Pisa International Airport,Italy,Europe,2022-02-13 00:00:00,PSA,Abigale Twigley,Cancelled,,,,,,,,,43.683900,10.392500
Guerrero Negro Airport,Mexico,North America,2022-12-17 00:00:00,GUB,Eb Dyble,On Time,,,,,28.026100,-114.024000,,,,
El Calafate Airport,Argentina,South America,2022-10-18 00:00:00,FTE,Teresina Heinritz,On Time,,,-50.280300,-72.053100,,,,,,
Cortina Airport,Italy,Europe,2022-11-06 00:00:00,CDF,Gayleen Ongin,On Time,,,,,,,,,41.920200,9.402800
Saarbrücken Airport,Germany,Europe,2022-03-15 00:00:00,SCN,Cory Tupie,Cancelled,49.214600,7.109500,,,,,,,,
Riesa-Göhlis Airport,Germany,Europe,2022-11-25 00:00:00,IES,Dean Orviss,On Time,51.293600,13.356100,,,,,,,,
Brigadier Mayor D Cesar Raul Ojeda Airport,Argentina,South America,2022-02-13 00:00:00,LUQ,Celisse Thom,Cancelled,,,-33.273200,-66.356400,,,,,,
Amado Nervo National Airport,Mexico,North America,2022-07-08 00:00:00,TPQ,Flinn Sommerled,Cancelled,,,,,21.419500,-104.837800,,,,
Redhill Aerodrome,United Kingdom,Europe,2022-12-15 00:00:00,KRH,Herve Tuberfield,Cancelled,,,,,,,51.213500,-0.138800,,
RAF Coningsby,United Kingdom,Europe,2022-01-26 00:00:00,QCY,Georgetta Swinfon,Cancelled,,,,,,,53.093000,-0.166000,,
San Quintín Military Airstrip,Mexico,North America,2022-05-04 00:00:00,SNQ,Shela Wolfer,Delayed,,,,,30.570300,-115.991000,,,,
Foula Airfield,United Kingdom,Europe,2022-05-18 00:00:00,FOA,Katti D'Avaux,Delayed,,,,,,,60.138900,-2.082200,,
RAF Wyton,United Kingdom,Europe,2022-03-17 00:00:00,QUY,Bill Hedden,Cancelled,,,,,,,52.357200,-0.107800,,
Leonardo da Vinci–Fiumicino Airport,Italy,Europe,2022-07-17 00:00:00,FCO,Goldina Brame,Cancelled,,,,,,,,,41.800300,12.238900
Fair Isle Airport,United Kingdom,Europe,2022-04-21 00:00:00,FIE,Valdemar Ferrand,Cancelled,,,,,,,59.535800,-1.628100,,
Cananea National Airport,Mexico,North America,2022-01-15 00:00:00,CNA,Burty Siggee,Cancelled,,,,,30.987500,-110.308000,,,,
Parma Airport,Italy,Europe,2022-01-08 00:00:00,PMF,Charin De Ruggero,On Time,,,,,,,,,44.824500,10.296400
Bembridge Airport,United Kingdom,Europe,2022-07-22 00:00:00,BBP,Alfredo Wrightem,On Time,,,,,,,50.678100,-1.109600,,
Wiesbaden Army Airfield,Germany,Europe,2022-10-17 00:00:00,WIE,Eloise Leethem,Cancelled,50.049800,8.325400,,,,,,,,
Don Miguel Hidalgo Y Costilla International Airport,Mexico,North America,2022-05-31 00:00:00,GDL,Keane Klehyn,On Time,,,,,20.521800,-103.311200,,,,
Kiel-Holtenau Airport,Germany,Europe,2022-01-05 00:00:00,KEL,Patricio Sirman,Delayed,54.379500,10.145200,,,,,,,,
Lahr Airport,Germany,Europe,2022-05-18 00:00:00,LHA,Sharai Yelden,Cancelled,48.369300,7.827700,,,,,,,,
Westray Airport,United Kingdom,Europe,2022-05-15 00:00:00,WRY,Marnia Varey,Delayed,,,,,,,59.350300,-2.950000,,
Santa Rosa Airport,Argentina,South America,2022-10-26 00:00:00,RSA,Fabio Ganders,Delayed,,,-36.588900,-64.275700,,,,,,
Magdeburg City Airport,Germany,Europe,2022-09-16 00:00:00,ZMG,Lyndel Sparway,On Time,52.073600,11.626400,,,,,,,,
Perugia San Francesco d'Assisi – Umbria International Airport,Italy,Europe,2022-06-18 00:00:00,PEG,Tabitha Steers,Delayed,,,,,,,,,43.095800,12.513200
Dornoch Airfield,United Kingdom,Europe,2022-04-06 00:00:00,DOC,Valentin Caldaro,Delayed,,,,,,,53.480500,-1.010600,,
RAF Lossiemouth,United Kingdom,Europe,2022-11-08 00:00:00,LMO,Lothaire Hairsine,On Time,,,,,,,57.705200,-3.339200,,
Emden Airport,Germany,Europe,2022-07-08 00:00:00,EME,Carree Waldrum,Delayed,53.391300,7.227400,,,,,,,,
Verona Villafranca Airport,Italy,Europe,2022-01-21 00:00:00,VRN,Karon Di Batista,Delayed,,,,,,,,,45.395700,10.888500
General Leobardo C. Ruiz International Airport,Mexico,North America,2022-03-02 00:00:00,ZCL,Keefe Form,On Time,,,,,22.897100,-102.686700,,,,
Manchester Airport,United Kingdom,Europe,2022-09-29 00:00:00,MAN,Timothee Marfell,On Time,,,,,,,53.365700,-2.272980,,
Wilhelmshaven-Mariensiel Airport,Germany,Europe,2022-06-22 00:00:00,WVN,Courtenay Kimberley,On Time,53.502200,8.053900,,,,,,,,
Islay Airport,United Kingdom,Europe,2022-08-22 00:00:00,ILY,Levin Draisey,Cancelled,,,,,,,55.681900,-6.256700,,
Penzance Heliport,United Kingdom,Europe,2022-07-10 00:00:00,PZE,Stephanus Fildery,Cancelled,,,,,,,50.117000,-5.516000,,
Plymouth City Airport,United Kingdom,Europe,2022-06-23 00:00:00,PLH,Modesta Balderstone,Cancelled,,,,,,,50.422800,-4.105830,,
Sauce Viejo Airport,Argentina,South America,2022-12-28 00:00:00,SFN,Tory Vasyunichev,On Time,,,-31.711700,-60.811700,,,,,,
Sunchales Aeroclub Airport,Argentina,South America,2022-09-23 00:00:00,NCJ,Concettina Linden,Delayed,,,-30.892500,-61.896900,,,,,,
Bristol Filton Airport,United Kingdom,Europe,2022-05-04 00:00:00,FZO,Justinn Scrymgeour,Delayed,,,,,,,51.519400,-2.590800,,
Jorge Newbery Airpark,Argentina,South America,2022-04-12 00:00:00,AEP,Raquela Kira,On Time,,,-34.561500,-58.415600,,,,,,
Oberpfaffenhofen Airport,Germany,Europe,2022-05-20 00:00:00,OBF,Sidnee Kitchenham,Cancelled,48.081400,11.283100,,,,,,,,
Hamburg Airport,Germany,Europe,2022-04-14 00:00:00,HAM,Rickey Dorsett,On Time,53.630400,9.988200,,,,,,,,
Wycombe Air Park,United Kingdom,Europe,2022-06-22 00:00:00,HYC,Birgit Skures,Delayed,,,,,,,51.611700,-0.808300,,
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-01-26 00:00:00,TPS,Amii Fell,On Time,,,,,,,,,37.911200,12.487700
Karlsruhe Baden-Baden Airport,Germany,Europe,2022-09-13 00:00:00,FKB,Isadore Darcy,On Time,48.779400,8.080500,,,,,,,,
Colonia Sarmiento Airport,Argentina,South America,2022-03-16 00:00:00,OLN,Lira Thomesson,Cancelled,,,-40.967800,-68.233100,,,,,,
Punta Chivato Airport,Mexico,North America,2022-12-12 00:00:00,PCV,Anatollo Abrahmovici,On Time,,,,,26.996700,-111.848300,,,,
Area De Material Airport,Argentina,South America,2022-11-24 00:00:00,RCU,Jody Dabrowski,On Time,,,-33.166900,-64.349900,,,,,,
Dortmund Airport,Germany,Europe,2022-01-16 00:00:00,DTM,Dennet Summerfield,On Time,51.518300,7.612200,,,,,,,,
Venice Marco Polo Airport,Italy,Europe,2022-05-12 00:00:00,VCE,Grace Lamacraft,On Time,,,,,,,,,45.505300,12.340300
Wyk auf Föhr Airport,Germany,Europe,2022-08-19 00:00:00,OHR,Freida Donnan,On Time,54.913200,8.340500,,,,,,,,
Nuevo Casas Grandes Airport,Mexico,North America,2022-06-07 00:00:00,NCG,Elka Noden,Cancelled,,,,,30.397400,-107.874700,,,,
RAF Odiham,United Kingdom,Europe,2022-02-09 00:00:00,ODH,Dylan Durbyn,Cancelled,,,,,,,51.234200,-0.942800,,
Varrelbusch Airport,Germany,Europe,2022-03-10 00:00:00,VAC,Olia Garrison,Cancelled,52.926900,7.790300,,,,,,,,
Cortina Airport,Italy,Europe,2022-02-27 00:00:00,CDF,Ivan Mouncey,Delayed,,,,,,,,,41.920200,9.402800
Olbia Costa Smeralda Airport,Italy,Europe,2022-08-18 00:00:00,OLB,Nikola Buxcey,Delayed,,,,,,,,,40.898700,9.517600
Malpensa International Airport,Italy,Europe,2022-08-16 00:00:00,MXP,Port Penkman,Cancelled,,,,,,,,,45.630600,8.728100
Paso De Los Libres Airport,Argentina,South America,2022-12-02 00:00:00,AOL,Eb Eytel,Cancelled,,,-29.689200,-57.151800,,,,,,
Hof-Plauen Airport,Germany,Europe,2022-03-16 00:00:00,HOQ,Vickie Stouther,Cancelled,50.288000,11.856400,,,,,,,,
Warton Airport,United Kingdom,Europe,2022-03-15 00:00:00,WRT,Mick Ethridge,On Time,,,,,,,59.350300,-2.950000,,
RAF Lyneham,United Kingdom,Europe,2022-05-17 00:00:00,LYE,Francois Quimby,Cancelled,,,,,,,51.505100,-1.993400,,
General Roberto Fierro Villalobos International Airport,Mexico,North America,2022-01-05 00:00:00,CUU,Caro Angrick,Delayed,,,,,28.702900,-105.964600,,,,
General José María Yáñez International Airport,Mexico,North America,2022-08-21 00:00:00,GYM,Lark Deackes,Cancelled,,,,,27.968900,-110.925500,,,,
Lahr Airport,Germany,Europe,2022-04-06 00:00:00,LHA,Elizabeth Rehme,Cancelled,48.369300,7.827700,,,,,,,,
Flotta Isle Airport,United Kingdom,Europe,2022-09-02 00:00:00,FLH,Diane Scholler,On Time,,,,,,,58.577800,-3.119700,,
Licenciado y General Ignacio Lopez Rayon Airport,Mexico,North America,2022-08-29 00:00:00,UPN,Davide Currey,Delayed,,,,,19.396700,-102.039200,,,,
General Mariano Escobedo International Airport,Mexico,North America,2022-05-20 00:00:00,MTY,Sephira Dewhirst,Delayed,,,,,25.778500,-100.107000,,,,
Coventry Airport,United Kingdom,Europe,2022-04-19 00:00:00,CVT,Babita Honisch,On Time,,,,,,,52.369700,-1.479700,,
Gobernador Horacio Guzman International Airport,Argentina,South America,2022-01-01 00:00:00,JUJ,Esdras Leman,On Time,,,-24.392800,-65.097800,,,,,,
Anglesey Airport,United Kingdom,Europe,2022-11-05 00:00:00,VLY,Venus Yggo,Cancelled,,,,,,,53.248500,-4.535300,,
Comandante Espora Airport,Argentina,South America,2022-01-18 00:00:00,BHI,Corissa Bullant,Delayed,,,-38.725000,-62.169300,,,,,,
Punta Colorada Airport,Mexico,North America,2022-08-13 00:00:00,PCO,Kerrie Leagas,Delayed,,,,,23.443400,-109.131200,,,,
Cambridge Airport,United Kingdom,Europe,2022-08-18 00:00:00,CBG,Denna Aleso,Delayed,,,,,,,52.205000,0.175000,,
Abreojos Airport,Mexico,North America,2022-11-24 00:00:00,AJS,Taylor Rasper,Cancelled,,,,,26.711700,-113.911600,,,,
Islay Airport,United Kingdom,Europe,2022-04-01 00:00:00,ILY,Cobby Letchford,Delayed,,,,,,,55.681900,-6.256700,,
Federico Fellini International Airport,Italy,Europe,2022-12-29 00:00:00,RMI,Selestina Goodhand,Delayed,,,,,,,,,44.020300,12.611700
